  7.70627907191004890564 0.62422835875741378153  -0.99999999999825250896  0.00000000000000000000
  7.70627753919552382911 4.11120738690188591846  -0.99999999999987820853  0.00000000000000000000
  7.70627730706055569243 7.70627674160148323779  -0.99999999999988742339  0.00000000000000000000
  2.19328001794233795607 1.17008867907160762911  -0.99999999999977973175  0.00000000000000000000
  7.70627728714556337053 1.17008885394854744710  -0.99999999999991895372  0.00000000000000000000
  4.11120716240719641377 2.19328009751317631881  -0.99999999999998800959  0.00000000000000000000
  7.70627667398660332054 2.19328005673629444772  -0.99999999999985700327  0.00000000000000000000
  4.11120724646357693643 7.70627829504855554887  -0.99999999999952993157  0.00000000000000000000
  4.11120713724435482561 4.11120739919313393784  -0.99999999999990274446  0.00000000000000000000
  2.19327994433056794321 4.11120723720278835600  -0.99999999999992805755  0.00000000000000000000
  2.19328008112056549450 7.70627792583816617622  -0.99999999999980659915  0.00000000000000000000
